OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051TA,2024-12-24T17:36:36.034560,14.68557871,.001335,86.3539,143.5354,353.5132,6.5908,0,U,35850,999,66157,.35229E-2,.2053E-3,0
IRIDIUM 33 DEB,1997-051TU,2024-12-30T16:09:28.836288,14.72188906,.0046299,86.2174,144.4041,174.7608,185.4104,0,U,35911,999,81904,.18739E-1,.122093E-2,0
IRIDIUM 33 DEB,1997-051TY,2024-12-31T02:48:56.471328,14.69585387,.0015812,86.3505,139.9393,331.5871,28.4480,0,U,35915,999,2975,.4732E-2,.28264E-3,0
IRIDIUM 33 DEB,1997-051UB,2024-12-31T22:04:56.157024,14.47123145,.0025905,86.4033,223.6293,249.4085,173.9001,0,U,35918,999,80198,.32428E-2,.119E-3,0
IRIDIUM 33 DEB,1997-051UN,2024-12-31T14:37:18.514848,14.82000099,.0020744,86.3431,113.8464,183.6785,176.4288,0,U,35929,999,82619,.53921E-2,.43168E-3,0
IRIDIUM 33 DEB,1997-051US,2024-12-30T18:28:22.078272,14.39633118,.0017696,86.3426,184.1957,287.4633,128.0655,0,U,36011,999,59545,.18799E-2,.5905E-4,0
IRIDIUM 33 DEB,1997-051UT,2024-12-30T16:31:10.478208,14.10693866,.0237353,86.4436,86.2018,276.6609,80.7612,0,U,36012,999,60580,.7063E-2,.16457E-3,0
IRIDIUM 33 DEB,1997-051VK,2024-12-30T23:30:51.524928,14.78852216,.0023761,86.3323,107.5409,199.6773,160.3533,0,U,36028,999,81971,.52501E-2,.3902E-3,0
IRIDIUM 33 DEB,1997-051VM,2024-12-25T04:22:28.031232,14.44181247,.0016128,86.3214,161.2791,253.1874,106.7558,0,U,36080,999,42321,.19053E-2,.6565E-4,0
IRIDIUM 33 DEB,1997-051VQ,2024-12-30T18:26:00.665664,14.41191523,.0025892,86.3454,183.2458,294.9154,64.9354,0,U,36083,999,80448,.21525E-2,.6991E-4,0
IRIDIUM 33 DEB,1997-051VU,2024-12-29T13:12:32.226336,14.66324834,.0034356,86.2985,98.0340,291.2584,68.4962,0,U,36390,999,61145,.38406E-2,.21444E-3,0
IRIDIUM 33 DEB,1997-051VZ,2024-12-31T06:55:19.678944,14.43668523,.0008323,86.3790,200.4600,187.8471,172.2601,0,U,36483,999,60143,.16962E-2,.5778E-4,0
IRIDIUM 33 DEB,1997-051WG,2024-12-31T10:04:07.878432,14.66037980,.0002004,86.3731,165.3849,156.6958,203.4347,0,U,36490,999,81392,.45366E-2,.2496E-3,0
IRIDIUM 33 DEB,1997-051WK,2024-12-31T04:39:01.575072,14.58842517,.0013064,86.3617,164.8611,87.8549,272.4156,0,U,36493,999,69454,.36517E-2,.17149E-3,0
IRIDIUM 33 DEB,1997-051XH,2024-12-31T19:11:57.064128,14.46927059,.0024926,86.3604,193.3489,270.9829,88.8518,0,U,37548,999,60521,.35831E-2,.13091E-3,0
IRIDIUM 33 DEB,1997-051XK,2024-12-31T05:10:12.541152,14.60259853,.0001431,86.3812,176.5894,208.8797,151.2334,0,U,37550,999,81263,.37287E-2,.1804E-3,0
IRIDIUM 33 DEB,1997-051XX,2024-12-31T07:10:31.497024,14.51619190,.0025238,86.3776,194.0207,190.4463,343.3261,0,U,37562,999,81293,.31709E-2,.12787E-3,0
IRIDIUM 33 DEB,1997-051YD,2024-12-30T20:06:18.970848,14.35674813,.0128291,86.3361,315.1221,160.8695,199.7386,0,U,38017,999,56407,.59944E-2,.19051E-3,0
IRIDIUM 33 DEB,1997-051YJ,2024-12-31T04:24:18.272448,14.38253148,.0048718,86.2756,167.7247,104.6040,256.0568,0,U,38022,999,64207,.30375E-2,.9384E-4,0
IRIDIUM 33 DEB,1997-051YQ,2024-12-30T15:54:47.886336,14.44654965,.0028634,86.3269,150.9482,193.8297,166.2123,0,U,38028,999,60481,.16278E-2,.5685E-4,0
IRIDIUM 33 DEB,1997-051ZC,2024-12-31T07:06:20.614752,14.26348589,.0063426,86.2970,195.5468,225.5196,309.5088,0,U,38228,999,79841,.10058E-2,.2485E-4,0
IRIDIUM 33 DEB,1997-051ZL,2024-12-30T18:24:24.719328,14.83508046,.0040214,86.2471,125.4633,283.1918,76.4820,0,U,38236,999,56591,.12858E-1,.108801E-2,0
