OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036FD,2024-12-30T14:02:58.884000,14.35077961,0.0022918,74.034,221.8214,23.4495,336.7697,0,U,33948,999,83042,5.16E-04,1.45E-05,0
COSMOS 2251 DEB,1993-036FE,2024-12-31T04:56:32.684640,14.38792738,0.0018926,74.0241,173.7559,359.5108,173.7051,0,U,33971,999,83153,9.45E-04,2.89E-05,0
COSMOS 2251 DEB,1993-036FF,2024-12-31T17:45:16.032960,14.31588737,0.0136659,73.9968,105.8431,353.2103,159.2398,0,U,33972,999,82113,2.85E-03,8.38E-05,0
COSMOS 2251 DEB,1993-036FG,2024-12-31T20:02:45.453120,14.4485263,0.0048133,74.0083,28.4907,289.6984,243.9947,0,U,33973,999,83603,4.98E-04,1.73E-05,0
COSMOS 2251 DEB,1993-036FJ,2024-12-31T06:29:19.207680,13.99740554,0.0192497,73.8021,333.0729,165.2585,195.4273,0,U,33975,999,80980,7.83E-04,1.32E-05,0
COSMOS 2251 DEB,1993-036FP,2024-12-31T10:17:20.524128,14.55441509,0.0032535,74.0232,357.838,229.8636,281.0659,0,U,33980,999,83750,2.02E-03,8.82E-05,0
COSMOS 2251 DEB,1993-036FR,2024-12-31T18:56:34.727712,14.58115515,0.0076541,74.0731,297.9684,74.2533,309.118,0,U,33982,999,84113,1.53E-03,7.32E-05,0
COSMOS 2251 DEB,1993-036FS,2024-12-31T15:25:03.538848,14.48727135,0.0023402,74.0526,76.1684,268.2622,242.4468,0,U,33983,999,83613,1.70E-03,6.41E-05,0
COSMOS 2251 DEB,1993-036FT,2024-12-31T13:32:53.911104,14.61826974,0.002803,74.0122,293.2886,216.113,316.9597,0,U,33984,999,83999,2.64E-03,1.33E-04,0
COSMOS 2251 DEB,1993-036FV,2024-12-31T13:40:06.178080,14.40929904,0.0041929,74.0359,224.578,25.0893,354.0624,0,U,33986,999,83089,1.94E-03,6.27E-05,0
COSMOS 2251 DEB,1993-036FY,2024-12-31T03:32:53.730240,15.82637188,0.0024457,73.9808,59.934,335.8855,24.1227,0,U,33989,999,84774,1.38E-02,3.49E-02,0
COSMOS 2251 DEB,1993-036FZ,2024-12-31T17:57:49.260384,13.49386455,0.0408363,73.9294,121.1461,206.0951,308.7434,0,U,33990,999,78061,2.64E-03,2.77E-05,0
COSMOS 2251 DEB,1993-036GB,2024-12-31T18:32:45.715776,14.62147118,0.0057122,74.0264,282.9798,130.252,263.4044,0,U,33992,999,84061,2.21E-03,1.14E-04,0
COSMOS 2251 DEB,1993-036GD,2024-12-31T18:59:36.739680,14.40860698,0.0023931,74.0439,110.4383,330.2642,199.4663,0,U,33994,999,83436,3.73E-04,1.17E-05,0
COSMOS 2251 DEB,1993-036GE,2024-12-31T19:04:34.092192,14.32497997,0.0060088,74.0633,31.1638,133.8269,226.7873,0,U,33995,999,82561,2.34E-03,6.46E-05,0
COSMOS 2251 DEB,1993-036GJ,2024-12-30T22:37:20.101728,14.72960428,0.0055464,73.9235,197.0966,170.3915,189.8332,0,U,33999,999,84144,3.83E-03,2.53E-04,0
COSMOS 2251 DEB,1993-036GL,2024-12-31T12:59:39.807744,14.36526846,0.0020103,74.037,197.9079,5.0462,25.8876,0,U,34001,999,83174,5.29E-04,1.53E-05,0
COSMOS 2251 DEB,1993-036GN,2024-12-31T08:37:01.316928,13.82028311,0.0284167,74.0771,147.218,340.5391,18.5052,0,U,34003,999,79636,2.98E-03,4.33E-05,0
COSMOS 2251 DEB,1993-036GP,2024-12-30T16:43:39.646560,14.44911694,0.0032843,74.0356,241.8304,341.9411,18.0577,0,U,34004,999,83010,3.12E-03,1.09E-04,0
COSMOS 2251 DEB,1993-036GQ,2024-12-31T07:47:19.035168,14.39890845,0.0021069,74.0452,133.4916,337.5723,48.4277,0,U,34005,999,83392,4.26E-04,1.32E-05,0
COSMOS 2251 DEB,1993-036GR,2024-12-30T17:55:51.390048,14.72314449,0.0007205,74.0629,109.2285,176.9781,345.1916,0,U,34006,999,83531,7.87E-03,5.01E-04,0
COSMOS 2251 DEB,1993-036GS,2024-12-31T18:31:33.187296,14.60952807,0.0049568,74.0228,290.9327,153.9944,206.3729,0,U,34007,999,84020,2.17E-03,1.08E-04,0
COSMOS 2251 DEB,1993-036GT,2024-12-31T15:31:30.618624,14.32813593,0.0024207,74.0331,242.8551,322.2226,66.7305,0,U,34008,999,83007,3.59E-04,9.56E-06,0
