OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,SATELLITE_TYPE
XIWANG-1 (HOPE-1),2009-072B,2024-12-31T20:46:39.957600,13.16416358,0.0007705,100.3261,320.1882,15.3069,344.8276,0,U,36122,999,72296,3.523e-05,-3e-07,0.0,7576.576183455148,Amateur Radio
O/OREOS (USA 219),2010-062C,2025-01-01T01:24:26.946144,14.89855313,0.0015191,71.97,202.5124,351.787,8.3047,0,U,37224,999,3727,0.00075516,7.224e-05,0.0,6976.524311223656,Amateur Radio
JUGNU,2011-058B,2024-12-31T22:31:00.875712,14.13469675,0.0018489,19.9619,301.3644,319.3417,104.0665,0,U,37839,999,68362,0.0004018,1.034e-05,0.0,7225.659814256749,Amateur Radio
SRMSAT,2011-058D,2024-12-31T20:02:40.886880,14.11325593,0.0011969,19.9731,41.1558,107.4573,50.1205,0,U,37841,999,68251,0.00033488,8.79e-06,0.0,7232.976097708499,Amateur Radio
STRAND-1,2013-009E,2024-12-31T23:33:35.608896,14.36553485,0.0009299,98.3766,189.8964,27.9918,332.1767,0,U,39090,999,62065,0.00048346,1.379e-05,0.0,7148.04549448584,Amateur Radio
ZACUBE-1 (TSHEPISOSAT),2013-066B,2024-12-31T20:33:39.576384,14.93714349,0.0045169,97.7607,319.2531,223.8959,135.8669,0,U,39417,999,60104,0.0011367,0.00012228,0.0,6964.503153209536,Amateur Radio
GOMX-1,2013-066Q,2024-12-31T21:22:29.594784,14.6633573,0.0135178,97.7023,229.2567,343.68,16.0072,0,U,39430,999,59181,0.0012907,8.121e-05,0.0,7050.92718808555,Amateur Radio
CUBEBUG-2 (LO-74),2013-066AA,2024-12-31T13:59:05.142624,14.8731204,0.0065123,97.8344,306.7065,348.9371,11.0409,0,U,39440,999,59763,0.0015499,0.00014506,0.0,6984.475188387251,Amateur Radio
FUNCUBE-1 (AO-73),2013-066AE,2024-12-31T14:52:01.156512,14.9803138,0.0042431,97.744,322.8371,200.3011,159.6526,0,U,39444,999,59960,0.001408,0.00016918,0.0,6951.116502060727,Amateur Radio
UWE-3,2013-066AG,2024-12-31T19:43:44.558400,14.90232085,0.005433,97.8065,313.1254,289.3921,70.1429,0,U,39446,999,59809,0.0013607,0.00013531,0.0,6975.348355782979,Amateur Radio
UNISAT-6,2014-033C,2024-12-31T17:03:46.632960,14.83132651,0.0050136,97.7192,161.782,20.8517,339.4727,0,U,40012,999,56708,0.0011033,9.15e-05,0.0,6997.590286887343,Amateur Radio
DUCHIFAT-1,2014-033M,2024-12-31T10:02:07.765152,15.183509,0.0011499,98.0991,2.0657,138.7454,221.4649,0,U,40021,999,57393,0.0016974,0.00034985,0.0,6888.961228303772,Amateur Radio
QB50P1,2014-033R,2024-12-31T12:57:59.476608,15.0590692,0.0009878,98.0667,334.937,232.4669,127.566,0,U,40025,999,57251,0.0013736,0.00019968,0.0,6926.860189456236,Amateur Radio
XW-2C,2015-049H,2024-12-30T23:36:50.544576,15.76497982,0.000191,97.4502,31.4021,336.065,24.0526,0,U,40906,999,51505,0.0013553,0.00219446,0.0,6718.508875296276,Amateur Radio
LILACSAT-2,2015-049K,2025-01-01T02:14:46.270176,15.33304033,0.0011371,97.5172,18.1207,21.0717,339.0991,0,U,40908,999,51374,0.00074031,0.00023838,0.0,6844.099625224403,Amateur Radio
FOX-1A (AO-85),2015-058D,2025-01-01T01:54:13.544352,14.85715402,0.0182443,64.7767,127.208,244.7605,113.4498,0,U,40967,999,3435,0.0012524,0.00014613,0.0,6989.478247096988,Amateur Radio
CAS-2T & KS-1Q,2016-066G,2024-12-31T20:47:20.219136,14.42628708,0.0348117,98.4403,76.667,301.438,55.3208,0,U,41847,999,42798,0.00053926,3.684e-05,0.0,7127.963400964061,Amateur Radio
ZHUHAI-1 02 (CAS-4B),2017-034B,2024-12-31T22:06:02.521728,15.43021913,0.0016558,43.0108,178.2206,259.9569,99.942,0,U,42759,999,41778,0.0014129,0.00064317,0.0,6815.333497581319,Amateur Radio
ZHUHAI-1 01 (CAS-4A),2017-034D,2024-12-31T21:32:47.610528,15.43338831,0.0017526,43.0145,176.4452,267.0719,92.8133,0,U,42761,999,41779,0.0014604,0.00067275,0.0,6814.400466006811,Amateur Radio
RADFXSAT (FOX-1B),2017-073E,2024-12-31T10:40:55.137504,15.00027893,0.0189569,97.5474,235.4614,351.3192,8.4767,0,U,43017,999,38516,0.0012574,0.00022917,0.0,6944.947250180918,Amateur Radio
DIWATA-2B,2018-084H,2025-01-01T02:41:19.087872,14.96985841,0.0009656,98.0873,171.4207,93.9238,266.3087,0,U,43678,999,33651,0.00041796,4.75e-05,0.0,6954.352701748671,Amateur Radio
ES'HAIL 2,2018-090A,2024-12-31T21:55:42.938688,1.00270398,0.0002384,0.0181,28.8987,296.8898,129.757,0,U,43700,999,2234,0.0,1.65e-06,0.0,42165.12079212231,Amateur Radio
FOX-1CLIFF (AO-95),2018-099N,2024-12-31T14:39:47.572128,15.12334322,0.0013121,97.5187,60.7822,51.2838,308.9564,0,U,43770,999,33233,0.0011884,0.00020614,0.0,6907.220215134991,Amateur Radio
ITASAT,2018-099AE,2024-12-31T21:56:47.616864,15.09365872,0.0016338,97.4823,58.9532,40.6366,319.6079,0,U,43786,999,33234,0.001047,0.00016733,0.0,6916.273475340502,Amateur Radio
JY1SAT (JO-97),2018-099AX,2024-12-31T09:51:36.161280,15.14885314,0.000812,97.4932,61.3577,353.9136,6.1996,0,U,43803,999,33247,0.001175,0.00021867,0.0,6899.4637588856,Amateur Radio
UWE-4,2018-111E,2024-12-31T11:43:29.680608,15.18329596,0.00163,97.6005,271.7321,52.9018,307.3703,0,U,43880,999,32727,0.0014714,0.00030335,0.0,6889.025668456595,Amateur Radio
DUCHIFAT-3,2019-089C,2024-12-31T21:09:50.194944,15.30078326,0.0012599,36.9504,277.8154,303.1274,56.8268,0,U,44854,999,27841,0.0018527,0.00055699,0.0,6853.715390126114,Amateur Radio
TIANYAN 01,2019-093C,2025-01-01T04:02:08.427840,14.84923045,0.0014877,97.8111,80.0927,39.2118,321.0171,0,U,44881,999,27241,0.00044644,3.755e-05,0.0,6991.964422894609,Amateur Radio
RS-44 & BREEZE-KM R/B,2019-096E,2024-12-31T16:11:23.757792,12.79737481,0.0216674,82.5227,333.5412,309.7032,48.514,0,U,44909,999,23423,6.0283e-05,2.4e-07,0.0,7720.66273641531,Amateur Radio
SALSAT,2020-068K,2024-12-31T14:34:19.057728,15.18649024,0.0012824,97.8422,331.9139,5.2027,354.9337,0,U,46495,999,23421,0.00083756,0.00017341,0.0,6888.0596235019875,Amateur Radio
LEDSAT,2021-073D,2024-12-31T16:14:15.566784,15.39837446,0.0013308,97.4135,78.0819,302.7865,57.2098,0,U,49069,999,18667,0.0014512,0.00058039,0.0,6824.7265803703385,Amateur Radio
XW-3 (CAS-9),2021-131B,2025-01-01T03:44:25.302624,14.40406077,0.0003225,98.5192,91.3098,247.752,112.3326,0,U,50466,999,15849,0.00075838,2.365e-05,0.0,7135.294093358529,Amateur Radio
GREENCUBE,2022-080B,2024-12-22T10:50:05.589312,6.42557665,0.0008284,70.1377,127.1156,64.6124,295.5392,0,U,53106,999,5736,0.0,-3e-08,0.0,12221.57288965844,Amateur Radio
CAS-5A (FO-118),2022-167C,2025-01-01T03:48:53.710272,15.62584008,0.0003899,97.6126,160.6295,174.4848,185.6453,0,U,54684,999,11481,0.0024133,0.00220702,0.0,6758.333068326222,Amateur Radio
STRATOSAT-TK 1 (RS52S),2023-091B,2025-01-01T02:23:10.988736,15.25551567,0.0012264,97.5819,60.9773,148.6354,211.5617,0,U,57167,999,8358,0.0021376,0.00054612,0.0,6867.266683205433,Amateur Radio
UMKA 1 (RS40S),2023-091G,2025-01-01T02:47:02.939136,15.12155376,0.0015838,97.5842,57.4526,159.4191,200.7681,0,U,57172,999,8335,0.00089893,0.00015502,0.0,6907.765130501684,Amateur Radio
CUBESX-HSE 3 (RS42S),2023-091N,2025-01-01T02:31:07.512384,15.15617682,0.0015719,97.5875,58.6461,151.8986,208.3098,0,U,57178,999,8341,0.0013688,0.0002609,0.0,6897.240967230337,Amateur Radio
MONITOR-3 (RS58S),2023-091Q,2025-01-01T02:52:25.258656,15.14571772,0.001616,97.5868,58.2741,152.8948,207.3131,0,U,57180,999,8339,0.0012386,0.00022908,0.0,6900.415929910118,Amateur Radio
MONITOR-4 (RS57S),2023-091S,2024-12-31T22:07:06.248640,15.1456582,0.0016219,97.5865,58.0374,154.0926,206.1121,0,U,57182,999,8336,0.0011063,0.00020445,0.0,6900.434008247894,Amateur Radio
MONITOR-2 (RS39S),2023-091U,2025-01-01T02:28:49.750176,15.11646456,0.0013783,97.5872,57.8394,148.9099,211.2949,0,U,57184,999,8336,0.000876,0.00014881,0.0,6909.315450061105,Amateur Radio
SVYATOBOR 1 (RS60S),2023-091X,2025-01-01T02:14:39.139584,15.14827509,0.0012974,97.5876,58.9345,143.4035,216.8085,0,U,57187,999,8343,0.0010954,0.00020368,0.0,6899.639277644347,Amateur Radio
VIZARD-METEO (RS38S),2023-091Z,2025-01-01T02:38:42.714240,15.17789453,0.0011675,97.5863,59.9308,139.0109,221.2004,0,U,57189,999,8350,0.0013993,0.00028346,0.0,6890.659991897177,Amateur Radio
NANOZOND 1 (RS49S),2023-091AA,2025-01-01T03:44:27.521376,15.24455151,0.0009389,97.5829,61.6744,137.8654,222.3306,0,U,57190,999,8363,0.0019524,0.00048184,0.0,6870.5589977552945,Amateur Radio
POLYTECH-UNIVERSE 3 (RS46S),2023-091AB,2025-01-01T02:37:14.232864,15.11675032,0.001835,97.5838,57.4419,166.4385,193.7342,0,U,57191,999,8335,0.00082314,0.00014013,0.0,6909.228376134862,Amateur Radio
UTMN 2 (RS27S),2023-091AP,2024-12-31T22:25:25.794912,15.16691279,0.0012189,97.5863,59.3925,140.2981,219.9147,0,U,57203,999,8345,0.0012132,0.00023797,0.0,6893.985753647115,Amateur Radio
ARCCUBE 1 (RS25S),2023-091AR,2025-01-01T02:43:22.085184,15.28334545,0.0008834,97.5775,62.3019,138.3309,221.8605,0,U,57205,999,8368,0.0021863,0.00060746,0.0,6858.927646468442,Amateur Radio
KUZGTU 1 (RS47S),2023-091AV,2025-01-01T03:28:33.690432,15.15249977,0.001575,97.5851,58.4138,152.5417,207.665,0,U,57217,999,8341,0.0013017,0.00024546,0.0,6898.356755588705,Amateur Radio
SONATE-2,2024-043Q,2024-12-31T14:08:32.929728,15.27610234,0.0012171,97.4962,129.7349,325.6266,34.4184,0,U,59112,999,4584,0.0010983,0.00029721,0.0,6861.095566060175,Amateur Radio
MESAT1,2024-125G,2024-12-31T19:53:08.772000,15.27772219,0.0022799,97.2957,214.9372,352.6491,7.4411,0,U,60209,999,2749,0.0012693,0.00034743,0.0,6860.610583551222,Amateur Radio
OOV-CUBE (TUBSAT-30),2024-128F,2024-12-31T18:07:06.476448,14.98608346,0.0031891,61.9981,276.8257,14.7576,345.4436,0,U,60240,999,2619,0.00070944,8.451e-05,0.0,6949.332262131992,Amateur Radio
COLIBRI-S (RS67S),2024-199M,2025-01-01T02:49:36.599808,15.26262952,0.0015442,97.3797,231.1604,35.0771,325.1482,0,U,61746,999,5571,0.0011713,0.00030479,0.0,6865.1326472223245,Amateur Radio
HORS 3 (RS81S),2024-199U,2024-12-31T22:09:12.993984,15.26343054,0.001415,97.377,230.9447,42.7746,317.4591,0,U,61753,999,5568,0.0013001,0.00033918,0.0,6864.892458463606,Amateur Radio
HORS 4 (RS82S),2024-199V,2024-12-31T22:00:41.847264,15.26611604,0.0014352,97.377,230.9518,42.718,317.5171,0,U,61754,999,5568,0.001364,0.0003589,0.0,6864.087354785989,Amateur Radio
HORIZON (RS59S),2024-199Y,2024-12-31T21:39:21.431232,15.27243284,0.0015421,97.3798,230.9898,33.8025,326.4194,0,U,61757,999,5568,0.0016025,0.00043052,0.0,6862.19453011515,Amateur Radio
SIT-2086,2024-199AF,2025-01-01T02:13:34.064832,15.27272105,0.0012653,97.3773,231.175,43.56,316.6636,0,U,61764,999,5255,0.0013779,0.00036969,0.0,6862.108199316622,Amateur Radio
MORDOVIA-IOT (RS50S),2024-199AG,2024-12-31T22:37:39.267840,15.28318214,0.0015181,97.3796,231.0882,30.9238,329.2892,0,U,61765,999,5254,0.0018428,0.00051213,0.0,6858.976507561583,Amateur Radio
RUZAEVKA 390 (RS44S),2024-199AH,2024-12-31T21:06:45.419040,15.28118602,0.0014958,97.3795,231.0175,30.8827,329.3289,0,U,61766,999,5253,0.0017102,0.00047205,0.0,6859.573801607195,Amateur Radio
HYPERVIEW 1G (RS66S),2024-199AP,2024-12-31T22:36:21.214080,15.26133893,0.0018389,97.3769,230.9184,44.4829,315.7883,0,U,61772,999,5253,0.0014612,0.00037985,0.0,6865.519679522778,Amateur Radio
ALTAIR (RS65S),2024-199AW,2024-12-31T21:42:07.595712,15.24644622,0.0018636,97.3778,230.8202,45.8,314.4765,0,U,61779,999,5567,0.00077111,0.00019091,0.0,6869.989772801092,Amateur Radio
ASRTU-1 (AO-123),2024-199AY,2024-12-31T21:52:15.587328,15.24427321,0.001881,97.3777,230.8117,45.7649,314.5129,0,U,61781,999,5252,0.00086101,0.00021195,0.0,6870.642616948983,Amateur Radio
TUSUR GO (RS78S),2024-199AZ,2024-12-31T21:20:28.116384,15.25775977,0.001968,97.3773,230.8387,44.1552,316.1253,0,U,61782,999,5252,0.001526,0.00039282,0.0,6866.593311701805,Amateur Radio
SAMSAT-IONOSPHERE (RS75S),2024-199BB,2024-12-31T21:27:08.802432,15.25456622,0.0019419,97.3774,230.8319,44.8951,315.3853,0,U,61784,999,5567,0.0013366,0.0003404,0.0,6867.551627775444,Amateur Radio
RTU MIREA 1 (RS51S),2024-199BC,2024-12-31T21:25:10.758432,15.25534348,0.0019323,97.3773,230.834,44.394,315.8843,0,U,61785,999,5252,0.0013779,0.0003518,0.0,6867.318357882669,Amateur Radio
